Id;Campagne;Region;Site;Famille;Variete;Num Parcelle;CodeTracabilite;Date;Tonnage
807;20/21;GHARB;Chorf Laghouazi;ORA;ORA14;22010;TR23060;01/02/2021;14749,01654
808;20/21;GHARB;Chorf Laghouazi;ORA;ORA14;22020;TR11080;01/02/2021;19113,56741
809;20/21;GHARB;Chorf Laghouazi;SPA;SPA1;15010;TR11050;01/02/2021;16715,04452
810;20/21;GHARB;Ben Mansour;AF;AF1;11240;TR11240;01/02/2021;22747,5905
811;20/21;GHARB;Jorf El Melha;ORA;ORA1;16010;TR16000;01/02/2021;14595,06041
812;20/21;GHARB;Jorf El Melha;ORA;ORA6;15010;TR15010;01/02/2021;17034,40061
813;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10001;TR21010;01/02/2021;7473,99536
814;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10003;TR22050;01/02/2021;1162,892
815;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10007;TR22141;01/02/2021;30029,84951
816;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10008;TR22220;01/02/2021;2743,73378
817;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10009;TR21040;01/02/2021;8424,97982
818;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10010;TR30099;01/02/2021;14515,82528
819;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10011;TR30100;01/02/2021;12265,29776
820;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10012;TR30101;01/02/2021;23203,86803
821;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10031;TR22130;01/02/2021;9991,04273
822;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10033;TR22142;01/02/2021;18745,05476
823;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10034;TR31040;01/02/2021;16352,31296
824;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10035;TR22031;01/02/2021;13960,51589
825;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20001;TR14020;01/02/2021;2260,7444
826;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20002;TR14030;01/02/2021;7167,353
827;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20003;TR14040;01/02/2021;4371,51416
828;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20005;TR13020;01/02/2021;17924,7281
829;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20006;TR14010;01/02/2021;4176,49097
830;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA3;20007;TR12020;01/02/2021;18062,6372
831;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA3;20008;TR13040;01/02/2021;20542,10984
832;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA5;10005;TR32010;01/02/2021;4754,61704
833;20/21;HAOUZ;Marrakech;CLA;CLA18;11222;TR11222;01/02/2021;20091,50006
834;20/21;HAOUZ;Marrakech;ORA;ORA2;12070;TR12070;01/02/2021;17934,76247
835;20/21;HAOUZ;Marrakech;AF;AF1;23080;TR21705;01/02/2021;623,4086
836;20/21;HAOUZ;Marrakech;AF;AF1;23090;TR21705;01/02/2021;12580,97504
837;20/21;HAOUZ;Marrakech;AF;AF1;23100;TR21705;01/02/2021;25073,12825
838;20/21;HAOUZ;Marrakech;AF;AF1;23110;TR21705;01/02/2021;17111,25896
839;20/21;HAOUZ;Marrakech;AF;AF1;23120;TR21705;01/02/2021;25537,49369
840;20/21;HAOUZ;Marrakech;AF;AF1;23130;TR21807;01/02/2021;18056,88305
841;20/21;HAOUZ;Marrakech;AF;AF1;23140;TR21807;01/02/2021;24149,55203
842;20/21;HAOUZ;Marrakech;ORA;ORA2;22080;TR22080;01/02/2021;16070,05145
843;20/21;HAOUZ;Marrakech;ORA;ORA2;22100;TR22100;01/02/2021;24156,34568
844;20/21;HAOUZ;Marrakech;ORA;ORA2;22120;TR22120;01/02/2021;16044,45089
845;20/21;HAOUZ;Marrakech;ORA;ORA2;24102;TR24102;01/02/2021;19790,09798
846;20/21;HAOUZ;Marrakech;ORA;ORA4;31050;TR31303;01/02/2021;15582,23141
847;20/21;HAOUZ;Marrakech;CLA;CLA14;20213;TR20213;01/02/2021;22245,51248
848;20/21;HAOUZ;Marrakech;CLA;CLA14;20214;TR20214;01/02/2021;14699,12297
849;20/21;HAOUZ;Marrakech;CLA;CLA14;20215;TR20215;01/02/2021;23047,46438
850;20/21;HAOUZ;Marrakech;CLA;CLA14;20217;TR20217;01/02/2021;21172,1243
851;20/21;HAOUZ;Marrakech;CLA;CLA14;20218;TR20218;01/02/2021;26170,17254
852;20/21;HAOUZ;Marrakech;CLA;CLA16;20328;TR20328;01/02/2021;23096,19143
853;20/21;HAOUZ;Marrakech;CLA;CLA16;20329;TR20329;01/02/2021;14323,49318
854;20/21;HAOUZ;Marrakech;CLA;CLA16;20330;TR20330;01/02/2021;2035,1819
855;20/21;HAOUZ;Marrakech;CLA;CLA16;20531;TR20531;01/02/2021;19185,15431
856;20/21;HAOUZ;Marrakech;CLA;CLA17;25310;TR25310;01/02/2021;18171,85448
857;20/21;HAOUZ;Marrakech;NOA;NOA1;20438;TR20438;01/02/2021;4974,46355
858;20/21;HAOUZ;Marrakech;NOA;NOA1;20540;TR20540;01/02/2021;1340
859;20/21;HAOUZ;Marrakech;NOA;NOA1;20541;TR20541;01/02/2021;23270,04962
860;20/21;HAOUZ;Marrakech;NOA;NOA1;20543;TR20543;01/02/2021;14230,58222
861;20/21;HAOUZ;Marrakech;ORA;ORA2;20101;TR20101;01/02/2021;22295,46179
862;20/21;HAOUZ;Marrakech;ORA;ORA2;20102;TR20102;01/02/2021;11361,96872
863;20/21;HAOUZ;Marrakech;ORA;ORA2;20103;TR20103;01/02/2021;12476,50844
864;20/21;HAOUZ;Marrakech;ORA;ORA2;20104;TR20104;01/02/2021;6006,44084
865;20/21;HAOUZ;Marrakech;ORA;ORA2;20105;TR20105;01/02/2021;17754,79058
866;20/21;HAOUZ;Douar Ahl quadi;ORA;ORA2;21031;TR21031;01/02/2021;1872,88094
867;20/21;HAOUZ;Douar Ahl quadi;ORA;ORA2;21061;TR21061;01/02/2021;1340
868;20/21;HAOUZ;Douar Ahl quadi;ORA;ORA2;21062;TR21062;01/02/2021;11518,65359
869;20/21;HAOUZ;Ouled Moussa;AF;AF1;10114;TR10000;01/02/2021;11859,53351
870;20/21;HAOUZ;Ouled Moussa;AF;AF1;10115;TR10000;01/02/2021;2880,62678
871;20/21;HAOUZ;Ouled Moussa;AF;AF1;10125;TR10000;01/02/2021;21714,36311
872;20/21;HAOUZ;Ouled Moussa;AF;AF1;10127;TR10000;01/02/2021;11740,46876
873;20/21;HAOUZ;Ouled Moussa;AF;AF1;10201;TR10000;01/02/2021;18061,86887
874;20/21;HAOUZ;Ouled Moussa;AF;AF1;10202;TR10000;01/02/2021;15897,1913
875;20/21;HAOUZ;Ouled Moussa;AF;AF1;10203;TR10000;01/02/2021;2076,30995
876;20/21;HAOUZ;Ouled Moussa;AF;AF1;10209;TR10000;01/02/2021;30277,86359
877;20/21;HAOUZ;Ouled Moussa;AF;AF1;10211;TR10000;01/02/2021;2106,48104
878;20/21;HAOUZ;Ouled Moussa;AF;AF1;10212;TR10000;01/02/2021;20722,46081
879;20/21;HAOUZ;Ouled Moussa;AF;AF1;10213;TR10000;01/02/2021;8457,59084
880;20/21;HAOUZ;Ouled Moussa;AF;AF1;20118;TR20100;01/02/2021;15116,58497
881;20/21;HAOUZ;Ouled Moussa;AF;AF1;20119;TR20100;01/02/2021;599,99864
882;20/21;HAOUZ;Ouled Moussa;AF;AF1;20121;TR20200;01/02/2021;9640,11815
883;20/21;HAOUZ;Ouled Moussa;AF;AF1;20122;TR20200;01/02/2021;11737,02812
884;20/21;HAOUZ;Ouled Moussa;AF;AF1;20123;TR20200;01/02/2021;1043,27765
885;20/21;HAOUZ;Ouled Moussa;AF;AF1;20132;TR20200;01/02/2021;16272,22529
886;20/21;HAOUZ;Ouled Moussa;AF;AF1;20133;TR20200;01/02/2021;21653,25971
887;20/21;HAOUZ;Ouled Moussa;AF;AF1;20204;TR20200;01/02/2021;20581,13993
888;20/21;HAOUZ;Ouled Moussa;AF;AF1;20205;TR20200;01/02/2021;7099,02557
889;20/21;HAOUZ;Ouled Moussa;AF;AF1;20206;TR20200;01/02/2021;1082,05688
890;20/21;HAOUZ;Ouled Moussa;AF;AF1;20207;TR20200;01/02/2021;15959,75309
891;20/21;HAOUZ;Ouled Moussa;AF;AF1;20208;TR20200;01/02/2021;6663,61688
892;20/21;HAOUZ;Ouled Moussa;AF;AF1;20216;TR20200;01/02/2021;12590,02934
893;20/21;HAOUZ;Ouled Moussa;AF;AF1;20217;TR20200;01/02/2021;28243,55201
894;20/21;HAOUZ;Ouled Moussa;AF;AF1;20235;TR30200;01/02/2021;26532,11222
895;20/21;HAOUZ;Ouled Moussa;AF;AF1;30138;TR30100;01/02/2021;21684,07484
896;20/21;HAOUZ;Ouled Moussa;AF;AF1;30139;TR30100;01/02/2021;4800,71168
897;20/21;HAOUZ;Ouled Moussa;AF;AF1;30147;TR30100;01/02/2021;24810,1568
898;20/21;HAOUZ;Ouled Moussa;AF;AF1;30148;TR30100;01/02/2021;26824,6643
899;20/21;HAOUZ;Ouled Moussa;AF;AF1;30149;TR30100;01/02/2021;16958,30012
900;20/21;HAOUZ;Ouled Moussa;AF;AF1;30156;TR30100;01/02/2021;26527,45457
901;20/21;HAOUZ;Ouled Moussa;AF;AF1;30234;TR30200;01/02/2021;7986,38579
902;20/21;HAOUZ;Ouled Moussa;AF;AF1;30236;TR30200;01/02/2021;13157,3843
903;20/21;HAOUZ;Ouled Moussa;AF;AF1;30237;TR30200;01/02/2021;22391,22992
904;20/21;HAOUZ;Ouled Moussa;AF;AF1;30251;TR30200;01/02/2021;1793,09525
905;20/21;HAOUZ;Ouled Moussa;AF;AF1;40128;TR40300;01/02/2021;4218,40589
906;20/21;HAOUZ;Ouled Moussa;AF;AF1;40129;TR40100;01/02/2021;1013,9879
907;20/21;HAOUZ;Ouled Moussa;AF;AF1;40131;TR40100;01/02/2021;11020,0844
908;20/21;HAOUZ;Ouled Moussa;AF;AF1;40141;TR40100;01/02/2021;4412,79149
909;20/21;HAOUZ;Ouled Moussa;AF;AF1;40142;TR40100;01/02/2021;1362,50096
910;20/21;HAOUZ;Ouled Moussa;AF;AF1;40143;TR40200;01/02/2021;17632,33592
911;20/21;HAOUZ;Ouled Moussa;AF;AF1;40244;TR40200;01/02/2021;4114,51979
912;20/21;HAOUZ;Ouled Moussa;AF;AF1;40245;TR40200;01/02/2021;1272,5
913;20/21;HAOUZ;Ouled Moussa;AF;AF1;40246;TR40300;01/02/2021;772,4
914;20/21;HAOUZ;Ouled Moussa;AF;AF1;50152;TR50000;01/02/2021;13283,18087
915;20/21;HAOUZ;Ouled Moussa;AF;AF1;50153;TR50000;01/02/2021;7249,049
916;20/21;HAOUZ;Ouled Moussa;AF;AF1;50154;TR50000;01/02/2021;1250,00096
917;20/21;HAOUZ;Ouled Moussa;AF;AF1;50155;TR50000;01/02/2021;19780,82015
918;20/21;HAOUZ;Ouled Moussa;AF;AF1;50162;TR50000;01/02/2021;2617,2296
919;20/21;HAOUZ;Ouled Moussa;AF;AF1;50163;TR50000;01/02/2021;1507,6982
920;20/21;HAOUZ;Ouled Moussa;AF;AF1;50164;TR50000;01/02/2021;29307,98087
921;20/21;HAOUZ;Ouled Moussa;AF;AF1;50165;TR50000;01/02/2021;7458,64727
922;20/21;HAOUZ;Ouled Moussa;AF;AF1;50166;TR50000;01/02/2021;2298,19562
923;20/21;HAOUZ;Ouled Moussa;AF;AF1;50167;TR50000;01/02/2021;4595,021
924;20/21;HAOUZ;Ouled Moussa;AF;AF1;50168;TR50000;01/02/2021;20799,75185
925;20/21;HAOUZ;Ouled Moussa;AF;AF1;50169;TR50000;01/02/2021;949,09892
926;20/21;HAOUZ;Ouled Moussa;AF;AF1;50171;TR50000;01/02/2021;4927,5923
927;20/21;HAOUZ;Ouled Moussa;AF;AF1;50172;TR50000;01/02/2021;41764,08176
928;20/21;HAOUZ;Ouled Moussa;AF;AF1;50173;TR50000;01/02/2021;503,6978
929;20/21;HAOUZ;Ouled Moussa;AF;AF1;50174;TR50000;01/02/2021;16706,98982
930;20/21;HAOUZ;Ouled Moussa;AF;AF1;50175;TR50000;01/02/2021;1805,96135
931;20/21;HAOUZ;Ouled Moussa;AF;AF1;50176;TR50000;01/02/2021;1282,40138
932;20/21;HAOUZ;Bengu?rir;AF;AF1;10101;TR11000;01/02/2021;1357,0958
933;20/21;HAOUZ;Bengu?rir;AF;AF1;10102;TR11000;01/02/2021;18824,34848
934;20/21;HAOUZ;Bengu?rir;AF;AF1;10103;TR11000;01/02/2021;2651,86973
935;20/21;HAOUZ;Bengu?rir;AF;AF1;10104;TR11000;01/02/2021;2161,1045
936;20/21;HAOUZ;Bengu?rir;AF;AF1;10105;TR11000;01/02/2021;2018,35199
937;20/21;HAOUZ;Bengu?rir;AF;AF1;10106;TR11000;01/02/2021;7332,7877
938;20/21;HAOUZ;Bengu?rir;AF;AF1;10107;TR11000;01/02/2021;9158,89823
939;20/21;HAOUZ;Bengu?rir;AF;AF1;10108;TR11000;01/02/2021;28155,99746
940;20/21;HAOUZ;Bengu?rir;AF;AF1;10109;TR11000;01/02/2021;9425,65223
941;20/21;HAOUZ;Bengu?rir;AF;AF1;10111;TR11000;01/02/2021;1822,39916
942;20/21;HAOUZ;Bengu?rir;AF;AF1;10112;TR11000;01/02/2021;16263,83372
943;20/21;HAOUZ;Bengu?rir;AF;AF1;10113;TR11000;01/02/2021;8850,00371
944;20/21;HAOUZ;Bengu?rir;AF;AF1;10114;TR11000;01/02/2021;4877,00075
945;20/21;HAOUZ;Bengu?rir;AF;AF1;10115;TR11000;01/02/2021;649,9304
946;20/21;HAOUZ;Bengu?rir;AF;AF1;10116;TR11000;01/02/2021;14816,17049
947;20/21;HAOUZ;Bengu?rir;AF;AF1;10117;TR11000;01/02/2021;8201,67875
948;20/21;HAOUZ;Bengu?rir;AF;AF1;10118;TR11000;01/02/2021;10173,19874
949;20/21;HAOUZ;Bengu?rir;AF;AF1;10119;TR11000;01/02/2021;3841,16573
950;20/21;HAOUZ;Bengu?rir;AF;AF1;10121;TR11000;01/02/2021;4124,57243
951;20/21;HAOUZ;Bengu?rir;AF;AF1;10122;TR11000;01/02/2021;8054,07107
952;20/21;HAOUZ;Bengu?rir;AF;AF1;20123;TR20000;01/02/2021;15780,76838
953;20/21;HAOUZ;Bengu?rir;AF;AF1;20124;TR20000;01/02/2021;3908,2664
954;20/21;HAOUZ;Bengu?rir;AF;AF1;20125;TR20000;01/02/2021;18117,30353
955;20/21;HAOUZ;Bengu?rir;AF;AF1;20126;TR20000;01/02/2021;13185,06932
956;20/21;HAOUZ;Bengu?rir;AF;AF1;20127;TR20000;01/02/2021;9581,59724
957;20/21;HAOUZ;Bengu?rir;AF;AF1;20128;TR20000;01/02/2021;331,84262
958;20/21;HAOUZ;Bengu?rir;AF;AF1;20129;TR20000;01/02/2021;22826,29502
959;20/21;HAOUZ;Bengu?rir;AF;AF1;20131;TR20000;01/02/2021;9584,61473
960;20/21;HAOUZ;Bengu?rir;AF;AF1;20132;TR20000;01/02/2021;7700
961;20/21;HAOUZ;Bengu?rir;AF;AF1;20133;TR20000;01/02/2021;12703,57772
962;20/21;HAOUZ;Bengu?rir;AF;AF1;20134;TR20000;01/02/2021;6432,70244
963;20/21;HAOUZ;Bengu?rir;AF;AF1;20135;TR20000;01/02/2021;4400
964;20/21;HAOUZ;Bengu?rir;AF;AF1;20136;TR20000;01/02/2021;1902,5
965;20/21;HAOUZ;Bengu?rir;AF;AF1;20137;TR20000;01/02/2021;12284,27486
966;20/21;HAOUZ;Bengu?rir;AF;AF1;20138;TR20000;01/02/2021;9900,52742
967;20/21;HAOUZ;Bengu?rir;AF;AF1;20139;TR20000;01/02/2021;4790
968;20/21;HAOUZ;Bengu?rir;AF;AF1;20141;TR20000;01/02/2021;965
969;20/21;HAOUZ;Bengu?rir;AF;AF1;20142;TR20000;01/02/2021;7781,47421
970;20/21;HAOUZ;Bengu?rir;AF;AF1;20144;TR20000;01/02/2021;6390,49727
971;20/21;HAOUZ;Bengu?rir;AF;AF1;30145;TR30200;01/02/2021;10040
972;20/21;HAOUZ;Bengu?rir;AF;AF1;30146;TR30200;01/02/2021;2015
973;20/21;HAOUZ;Bengu?rir;AF;AF1;30147;TR30200;01/02/2021;12027,91826
974;20/21;HAOUZ;Bengu?rir;AF;AF1;30148;TR30200;01/02/2021;6871,67921
975;20/21;HAOUZ;Bengu?rir;AF;AF1;30149;TR30200;01/02/2021;17585,50754
976;20/21;HAOUZ;Bengu?rir;AF;AF1;30151;TR30200;01/02/2021;936,2
977;20/21;HAOUZ;Bengu?rir;AF;AF1;30152;TR30200;01/02/2021;10566,49715
978;20/21;HAOUZ;Bengu?rir;AF;AF1;30153;TR30200;01/02/2021;8150,34668
979;20/21;HAOUZ;Bengu?rir;AF;AF1;30154;TR30200;01/02/2021;13162,9895
980;20/21;HAOUZ;Bengu?rir;AF;AF1;30155;TR30100;01/02/2021;33951,70766
981;20/21;HAOUZ;Bengu?rir;AF;AF1;30156;TR30200;01/02/2021;18092,58587
982;20/21;HAOUZ;Bengu?rir;AF;AF1;30157;TR30200;01/02/2021;4613,006
983;20/21;HAOUZ;Bengu?rir;AF;AF1;30158;TR30200;01/02/2021;5687,59436
984;20/21;HAOUZ;Bengu?rir;AF;AF1;30159;TR30100;01/02/2021;4858,31609
985;20/21;HAOUZ;Bengu?rir;AF;AF1;30161;TR30100;01/02/2021;8336,70515
986;20/21;HAOUZ;Bengu?rir;AF;AF1;30162;TR30200;01/02/2021;27352,38317
987;20/21;HAOUZ;Bengu?rir;AF;AF1;30163;TR30200;01/02/2021;3179,35544
988;20/21;HAOUZ;Bengu?rir;AF;AF1;30164;TR30100;01/02/2021;1115,4992
989;20/21;HAOUZ;Bengu?rir;AF;AF1;30165;TR30100;01/02/2021;28103,25278
990;20/21;HAOUZ;Bengu?rir;AF;AF1;40166;TR40100;01/02/2021;500,6
991;20/21;HAOUZ;Bengu?rir;AF;AF1;40167;TR40100;01/02/2021;5576,3852
992;20/21;HAOUZ;Bengu?rir;AF;AF1;40177;TR40200;01/02/2021;3432,05615
993;20/21;HAOUZ;Bengu?rir;AF;AF1;40178;TR40100;01/02/2021;13775,01173
994;20/21;HAOUZ;Bengu?rir;AF;AF1;40181;TR40100;01/02/2021;2682,7964
995;20/21;HAOUZ;Bengu?rir;AF;AF1;40182;TR40200;01/02/2021;7577,32352
996;20/21;HAOUZ;Bengu?rir;AF;AF1;40183;TR40200;01/02/2021;4407,59351
997;20/21;HAOUZ;Bengu?rir;AF;AF1;40184;TR40200;01/02/2021;6715,66802
998;20/21;HAOUZ;Bengu?rir;AF;AF1;40185;TR40100;01/02/2021;3633,59546
999;20/21;HAOUZ;Bengu?rir;AF;AF1;50186;TR50100;01/02/2021;37352,58548
1000;20/21;HAOUZ;Bengu?rir;AF;AF1;50187;TR50100;01/02/2021;2617,169
1001;20/21;HAOUZ;Bengu?rir;AF;AF1;50188;TR50100;01/02/2021;704,30384
1002;20/21;HAOUZ;Bengu?rir;AF;AF1;50189;TR50100;01/02/2021;30103,9541
1003;20/21;HAOUZ;Bengu?rir;AF;AF1;50193;TR50100;01/02/2021;2885
1004;20/21;HAOUZ;Bengu?rir;AF;AF1;50194;TR50100;01/02/2021;5112,5
1005;20/21;HAOUZ;Bengu?rir;AF;AF1;50198;TR50200;01/02/2021;7400
1006;20/21;ORIENTAL;Cherraa;CLA;CLA5;11002;TR11300;01/02/2021;1897,65452
1007;20/21;ORIENTAL;Cherraa;CLA;CLA5;11004;TR11300;01/02/2021;9331,37096
1008;20/21;ORIENTAL;Cherraa;CLA;CLA5;11006;TR11300;01/02/2021;12223,09664
1009;20/21;ORIENTAL;Cherraa;CLA;CLA5;11007;TR11300;01/02/2021;6575
1010;20/21;ORIENTAL;Cherraa;CLA;CLA5;11008;TR11400;01/02/2021;8727,5
1011;20/21;ORIENTAL;Cherraa;CLA;CLA5;11011;TR11400;01/02/2021;21694,9991
1012;20/21;ORIENTAL;Cherraa;CLA;CLA5;11012;TR11100;01/02/2021;1566,5
1013;20/21;ORIENTAL;Cherraa;CLA;CLA5;11013;TR11100;01/02/2021;10649
1014;20/21;ORIENTAL;Cherraa;CLA;CLA5;11014;TR11100;01/02/2021;19893,593
1015;20/21;ORIENTAL;Cherraa;CLA;CLA5;11015;TR11200;01/02/2021;1773,37211
1016;20/21;ORIENTAL;Cherraa;CLA;CLA5;11017;TR11100;01/02/2021;24361,39634
1017;20/21;ORIENTAL;Cherraa;CLA;CLA5;11018;TR11100;01/02/2021;7151,2925
1018;20/21;ORIENTAL;Cherraa;CLA;CLA5;11019;TR11100;01/02/2021;1923,61982
1019;20/21;ORIENTAL;Cherraa;CLA;CLA5;11020;TR11200;01/02/2021;6020,28329
1020;20/21;ORIENTAL;Cherraa;CLA;CLA5;11022;TR11200;01/02/2021;20026,35614
1021;20/21;ORIENTAL;Cherraa;CLA;CLA5;11024;TR11200;01/02/2021;51199,9838
1022;20/21;ORIENTAL;Cherraa;CLA;CLA5;11025;TR11200;01/02/2021;11930
1023;20/21;ORIENTAL;Cherraa;CLA;CLA5;11041;TR11500;01/02/2021;24134
1024;20/21;ORIENTAL;Cherraa;SPA;SPA1;11043;TR11600;01/02/2021;2720,12933
1025;20/21;SOUSS;Ouled Teima;AF;AF1;11030;TR11030;01/02/2021;3991,99904
1026;20/21;SOUSS;Ouled Teima;AF;AF1;11040;TR11030;01/02/2021;4714,41317
1027;20/21;SOUSS;Qrarma;NOA;NOA1;11030;TR11030;01/02/2021;6717,8
1028;20/21;SOUSS;Qrarma;NOA;NOA1;11120;TR11120;01/02/2021;3844,7
1029;20/21;SOUSS;Qrarma;ORA;ORA2;11100;TR11100;01/02/2021;11196,2
1030;20/21;SOUSS;Qrarma;ORA;ORA2;21020;TR21020;01/02/2021;3455,3
1031;20/21;SOUSS;Ouled Abbou;SPA;SPA4;21071;TR21071;01/02/2021;25604,47361
1032;20/21;SOUSS;Ouled Abbou;SPA;SPA8;21061;TR21061;01/02/2021;10300,84769
1033;20/21;SOUSS;Ouled Abbou;SPA;SPA10;21041;TR21041;01/02/2021;4832,13119
1034;20/21;SOUSS;Ouled Abbou;SPA;SPA11;21011;TR21011;01/02/2021;4021,25264
1035;20/21;SOUSS;Taroudant;SPA;SPA1;22014;TR22014;01/02/2021;1196
1036;20/21;SOUSS;Taroudant;AF;AF1;26310;TR26310;01/02/2021;54311,5952
1037;20/21;SOUSS;Taroudant;AF;AF1;27310;TR26310;01/02/2021;2129
1038;20/21;SOUSS;Taroudant;CLA;CLA18;12210;TR12210;01/02/2021;29540,3
1039;20/21;SOUSS;Taroudant;ORA;ORA4;32110;TR32110;01/02/2021;18785
1040;20/21;SOUSS;Taroudant;ORA;ORA4;33110;TR33110;01/02/2021;31103
1041;20/21;SOUSS;Taroudant;ORA;ORA4;34110;TR34110;01/02/2021;15067,46357
1042;20/21;SOUSS;Taroudant;SPA;SPA11;36210;TR36210;01/02/2021;34937,54918
1043;20/21;TADLA;Bni Ayat;CLA;CLA16;20209;TR20000;01/02/2021;725
1044;20/21;TADLA;Bni Ayat;ORA;ORA5;10401;TR10200;01/02/2021;19598,73236
1045;20/21;TADLA;Bni Ayat;ORA;ORA6;10201;TR10400;01/02/2021;5969,43881
1046;20/21;TADLA;Bni Ayat;ORA;ORA6;10403;TR10500;01/02/2021;3271,20812
1047;20/21;TADLA;Bni Ayat;ORA;ORA6;10406;TR10600;01/02/2021;39087,79181
1048;20/21;TADLA;Bni Ayat;ORA;ORA6;10407;TR10500;01/02/2021;13024,95956
1049;20/21;TADLA;Beni Mellal;CLA;CLA18;20093;TR20500;01/02/2021;19901,18948
1050;20/21;TADLA;Beni Mellal;MAD;MAD3;20042;TR20000;01/02/2021;20588,52296
1051;20/21;TADLA;Beni Mellal;MAD;MAD3;20043;TR20000;01/02/2021;9579,15899
1052;20/21;TADLA;Beni Mellal;ORA;ORA2;20030;TR20400;01/02/2021;8059,49861
1053;20/21;TADLA;Beni Mellal;ORA;ORA2;20070;TR20400;01/02/2021;179
1054;20/21;TADLA;Beni Mellal;ORA;ORA2;20080;TR20400;01/02/2021;7264,2791
1055;20/21;TADLA;Beni Mellal;CLA;CLA16;20030;TR20300;01/02/2021;41485,97546
1056;20/21;TADLA;Beni Mellal;ORA;ORA2;30030;TR30500;01/02/2021;6506,64113
1057;20/21;TADLA;Beni Mellal;ORA;ORA2;30080;TR30500;01/02/2021;63280,7
1058;20/21;TADLA;Beni Mellal;ORA;ORA4;20070;TR20400;01/02/2021;3893
1059;20/21;TADLA;Beni Mellal;ORA;ORA4;30040;TR30200;01/02/2021;14684
1060;20/21;TADLA;Beni Mellal;ORA;ORA4;30051;TR30200;01/02/2021;401
1061;20/21;TADLA;Beni Mellal;ORA;ORA5;20010;TR20000;01/02/2021;56894,3
1062;20/21;TADLA;Beni Mellal;ORA;ORA5;30041;TR30000;01/02/2021;1127
1063;20/21;GHARB;Rabat;CLA;CLA18;12251;TR12251;01/03/2021;9154,1
1064;20/21;GHARB;Rabat;CLA;CLA18;12252;TR12252;01/03/2021;509
1065;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23120;TR23050;01/03/2021;12774,5
1066;20/21;GHARB;Chorf Laghouazi;ORA;ORA14;22010;TR23060;01/03/2021;533
1067;20/21;GHARB;Chorf Laghouazi;ORA;ORA11;23010;TR11060;01/03/2021;8580,5
1068;20/21;GHARB;Chorf Laghouazi;ORA;ORA14;22010;TR11080;01/03/2021;269
1069;20/21;GHARB;Chorf Laghouazi;ORA;ORA14;22020;TR11080;01/03/2021;73393,4
1070;20/21;GHARB;Jorf El Melha;ORA;ORA6;15010;TR15010;01/03/2021;1811
1071;20/21;GHARB;Jorf El Melha;ORA;ORA12;16050;TR16050;01/03/2021;17957,6
1072;20/21;GHARB;Jorf El Melha;ORA;ORA13;16040;TR16040;01/03/2021;611
1073;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10001;TR21010;01/03/2021;19828,1
1074;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10003;TR22050;01/03/2021;1109
1075;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10007;TR22141;01/03/2021;7033,1
1076;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10008;TR22220;01/03/2021;569
1077;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10009;TR21040;01/03/2021;25896,5
1078;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10010;TR30099;01/03/2021;569
1079;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10011;TR30100;01/03/2021;14708,6
1080;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10012;TR30101;01/03/2021;5957
1081;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10031;TR22130;01/03/2021;431
1082;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10034;TR31040;01/03/2021;2927,3
1083;20/21;HAOUZ;Lalla Takerkoust;AF;AF1;10035;TR22031;01/03/2021;9901,7
1084;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20002;TR14030;01/03/2021;413
1085;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20004;TR12030;01/03/2021;24517,4
1086;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20005;TR13020;01/03/2021;4553,3
1087;20/21;HAOUZ;Lalla Takerkoust;AF;AF2;20006;TR14010;01/03/2021;2825,6
1088;20/21;HAOUZ;Lalla Takerkoust;ORA;ORA3;20007;TR12020;01/03/2021;425
